participant_id,prolific_id,timestamp_iso,trial_index,block,trial_id,audio_file,audio_url,target_image,distractor_image,target_side,left_image,right_image,choice,choice_image,is_correct,reaction_time_ms,headphone_type,timestamp_iso.1,recognize,understand,meaning_match,msa_dialect,natural,dialect_best,dialect_second,understand_other,msa_instruction,msa_vowels,msa_reading,msa_listening,other_languages,percent_english,percent_arabic,percent_other,language_switching,family_preference,age,gender,country_of_residence,attention_audio,attention_response,attention_index,final_feedback,completion_code
68e3cfc22688ddaae48dc6c3,68e3cfc22688ddaae48dc6c3,2026-01-28T07:29:26.429Z,,Survey,195.0,195_creaky.wav,,54.png,,,,,,,,,Wired earbuds,2026-01-28T07:29:26.429Z,7.0,7.0,7.0,msa,7.0,,,,,,,,,,,,,,,,,,,,,
694ef288fcfc4439fcc94ef9,694ef288fcfc4439fcc94ef9,2026-01-28T07:29:27.859Z,,Survey,242.0,242_creaky.wav,,113.png,,,,,,,,,Galaxy buds pro,2026-01-28T07:29:27.859Z,6.0,6.0,6.0,msa,5.0,,,,,,,,,,,,,,,,,,,,,
68cab84ebe4b9f5d7148e3dc,68cab84ebe4b9f5d7148e3dc,2026-01-28T07:29:28.976Z,,Survey,223.0,223_creaky.wav,,87.png,,,,,,,,,linsoul zero 2,2026-01-28T07:29:28.976Z,7.0,7.0,7.0,msa,1.0,,,,,,,,,,,,,,,,,,,,,
68d3fde63f2c4007620e15d0,68d3fde63f2c4007620e15d0,2026-01-28T07:29:27.698Z,,Survey,105.0,105_non-creaky.wav,,123.png,,,,,,,,,Oraimo free pods 3C,2026-01-28T07:29:27.698Z,7.0,7.0,7.0,both,7.0,,,,,,,,,,,,,,,,,,,,,
65f04e28869d1e36bcfe9bc2,65f04e28869d1e36bcfe9bc2,2026-01-28T07:29:29.174Z,,Survey,288.0,288_creaky.wav,,182.png,,,,,,,,,razer kraken,2026-01-28T07:29:29.174Z,7.0,7.0,7.0,both,7.0,,,,,,,,,,,,,,,,,,,,,
68d3fde63f2c4007620e15d0,68d3fde63f2c4007620e15d0,2026-01-28T07:29:33.723Z,,Survey,75.0,75_non-creaky.wav,,83.png,,,,,,,,,Oraimo free pods 3C,2026-01-28T07:29:33.723Z,7.0,7.0,7.0,msa,7.0,,,,,,,,,,,,,,,,,,,,,
68d6aebcb40c4b93989642c1,68d6aebcb40c4b93989642c1,2026-01-28T07:29:34.052Z,,Survey,128.0,128_non-creaky.wav,,159.png,,,,,,,,,Sony WH-CH520 over-ear headphones,2026-01-28T07:29:34.052Z,7.0,7.0,7.0,both,7.0,,,,,,,,,,,,,,,,,,,,,
68d6aebcb40c4b93989642c1,68d6aebcb40c4b93989642c1,2026-01-28T07:29:39.361Z,,Survey,43.0,43_non-creaky.wav,,44.png,,,,,,,,,Sony WH-CH520 over-ear headphones,2026-01-28T07:29:39.361Z,7.0,7.0,7.0,dialect,7.0,,,,,,,,,,,,,,,,,,,,,
68e3cfc22688ddaae48dc6c3,68e3cfc22688ddaae48dc6c3,2026-01-28T07:29:37.181Z,,Survey,119.0,119_non-creaky.wav,,148.png,,,,,,,,,Wired earbuds,2026-01-28T07:29:37.181Z,7.0,7.0,7.0,both,7.0,,,,,,,,,,,,,,,,,,,,,
68d43a3c7fb9b4c1a9eee9af,68d43a3c7fb9b4c1a9eee9af,2026-01-28T07:29:40.181Z,,Survey,29.0,29_non-creaky.wav,,28.png,,,,,,,,,Oraimo earbuds,2026-01-28T07:29:40.181Z,7.0,7.0,7.0,dialect,5.0,,,,,,,,,,,,,,,,,,,,,
68d3fde63f2c4007620e15d0,68d3fde63f2c4007620e15d0,2026-01-28T07:29:42.912Z,,Survey,161.0,161_creaky.wav,,16.png,,,,,,,,,Oraimo free pods 3C,2026-01-28T07:29:42.912Z,7.0,7.0,7.0,dialect,4.0,,,,,,,,,,,,,,,,,,,,,
